id,ADDRESS_IN,MATCH_INDICATOR,MATCH_TYPE,ADDRESS_OUT,LONG_LAT,TIGER_EDGE,STREET_SIDE,FIPS_STATE,FIPS_COUNTY,CENSUS_TRACT,CENSUS_BLOCK
147,"8985 Lone Star Rd,  Jacksonville, FL, 32211",Match,Exact,"8985 LONE STAR RD, JACKSONVILLE, FL, 32211","-81.55939497118203,30.337957338890817",83904830.0,L,12.0,31.0,15001.0,1002.0
148,"8680 Ac Skinner Pkwy,  Jacksonville, FL, 32256",No_Match,,,,,,,,,
149,"8313 Baycenter Rd,  Jacksonville, FL, 32256-7415",Match,Non_Exact,"8313 BAYCENTER RD, JACKSONVILLE, FL, 32256","-81.58842870204154,30.227131676646195",83920135.0,L,12.0,31.0,16605.0,2007.0
40,"7840 Burma Rd,  Jacksonville, FL, 32221-6198",Match,Non_Exact,"7840 BURMA RD, JACKSONVILLE, FL, 32221","-81.77970015999477,30.30890501147678",83932271.0,L,12.0,31.0,12000.0,3021.0
41,"7000 Powers Ave,  Jacksonville, FL, 32217-3398",Match,Non_Exact,"7000 POWERS AVE, JACKSONVILLE, FL, 32217","-81.6128897456345,30.24882526807272",610518975.0,L,12.0,31.0,16606.0,1000.0
42,"5270 Connie Jean Rd,  Jacksonville, FL, 32210",Match,Exact,"5270 CONNIE JEAN RD, JACKSONVILLE, FL, 32210","-81.82359824463339,30.24862985533622",83973566.0,R,12.0,31.0,13732.0,2005.0
43,"291 Mill St W,  Baldwin, FL, 32234-1307",Match,Non_Exact,"291 MILL ST W, BALDWIN, FL, 32234","-81.97915947150716,30.303703106983676",83931080.0,R,12.0,31.0,17300.0,4025.0
44,"1701 N Davis St,  Jacksonville, FL, 32209-6518",Match,Non_Exact,"1701 N DAVIS ST, JACKSONVILLE, FL, 32209","-81.66698879647993,30.34540633750379",83896223.0,R,12.0,31.0,1600.0,1010.0
45,"1137 Cleveland St,  Jacksonville, FL, 32209-6414",Match,Non_Exact,"1137 CLEVELAND ST, JACKSONVILLE, FL, 32209","-81.67089817056313,30.33892643555083",83896162.0,R,12.0,31.0,1600.0,2025.0
46,"9775 Ivey Rd,  Jacksonville, FL, 32246-3419",Match,Non_Exact,"9775 IVEY RD, JACKSONVILLE, FL, 32246","-81.55544752656414,30.300261540000122",83968693.0,L,12.0,31.0,14500.0,3001.0
47,"9353 Staples Mill Dr,  Jacksonville, FL, 32244-6318",No_Match,,,,,,,,,
48,"8085 Old Middleburg Rd S,  Jacksonville, FL, 32222-1819",Match,Non_Exact,"8085 OLD MIDDLEBURG RD S, JACKSONVILLE, FL, 32222","-81.82254357543877,30.198600205488617",650051607.0,L,12.0,31.0,13728.0,2003.0
49,"801 18th Ave N,  Jacksonville Beach, FL, 32250-4898",Match,Non_Exact,"801 18TH AVE N, JACKSONVILLE BEACH, FL, 32250","-81.400409948647,30.305085804488613",83923040.0,R,12.0,31.0,14103.0,1000.0
150,"7565 Beach Blvd,  Jacksonville, FL, 32216-3003",Match,Non_Exact,"7565 BEACH BLVD, JACKSONVILLE, FL, 32216","-81.58098000890084,30.28886400079756",83968050.0,L,12.0,31.0,15804.0,2007.0
151,"7510 Baymeadows Way,  Jacksonville, FL, 32256-6818",Match,Non_Exact,"7510 BAY MEADOWS CIR, JACKSONVILLE, FL, 32256","-81.56356688915366,30.23527038955143",83967064.0,R,12.0,31.0,15926.0,2006.0
152,"6400 Atlantic Blvd,  Jacksonville, FL, 32211-8768",Match,Non_Exact,"6400 ATLANTIC BLVD, JACKSONVILLE, FL, 32211","-81.59321191154578,30.312529006025727",83903610.0,R,12.0,31.0,15804.0,1001.0
153,"5209 Shad Rd,  Jacksonville, FL, 32257-2005",Match,Non_Exact,"5209 SHAD RD, JACKSONVILLE, FL, 32257","-81.58143965274144,30.192058372582323",83966328.0,L,12.0,31.0,16730.0,2005.0
154,"4131 Sunbeam Rd,  Jacksonville, FL, 32257",Match,Exact,"4131 SUNBEAM RD, JACKSONVILLE, FL, 32257","-81.60903738820724,30.20586879695651",83966300.0,L,12.0,31.0,16724.0,2000.0
155,"4072 Sunbeam Rd,  Jacksonville, FL, 32257",Match,Exact,"4072 SUNBEAM RD, JACKSONVILLE, FL, 32257","-81.61036366878682,30.205738249396916",83966298.0,R,12.0,31.0,16731.0,2002.0
156,"2865 Mayport Rd,  Atlantic Beach, FL, 32233-6630",Match,Non_Exact,"2865 MAYPORT RD, ATLANTIC BEACH, FL, 32233","-81.4109797693614,30.368364556101994",83971245.0,R,12.0,31.0,13906.0,3002.0
157,"2360 St Johns Bluff Rd S,  Jacksonville, FL, 32246",Match,Exact,"2360 SAINT JOHNS BLUFF RD S, JACKSONVILLE, FL, 32246","-81.5260445530314,30.307132223095095",629626209.0,R,12.0,31.0,14311.0,3000.0
158,"2043 Forest St,  Jacksonville, FL, 32204",Match,Exact,"2043 FOREST ST, JACKSONVILLE, FL, 32204","-81.68467657342495,30.32506861037723",83896439.0,R,12.0,31.0,2600.0,1053.0
159,"2002 San Pablo Road South,  Jacksonville, FL, 32224",Match,Non_Exact,"2002 SAN PABLO RD, JACKSONVILLE, FL, 32224","-81.44843368610321,30.315174590914125",629624422.0,L,12.0,31.0,14342.0,2002.0
50,"8000 Point Meadows Dr,  Jacksonville, FL, 32256-7011",Match,Non_Exact,"8000 POINT MEADOWS DR, JACKSONVILLE, FL, 32256","-81.51803899753287,30.232447707687186",625020562.0,R,12.0,31.0,14417.0,1009.0
51,"7750 Tempest St S,  Jacksonville, FL, 32244-1440",Match,Non_Exact,"7750 S TEMPEST ST, JACKSONVILLE, FL, 32244","-81.77657257515807,30.241835968706425",83966838.0,L,12.0,31.0,13504.0,1010.0
52,"7126 Civic Club Dr,  Jacksonville, FL, 32219-2004",Match,Non_Exact,"7126 CIVIC CLUB DR, JACKSONVILLE, FL, 32219","-81.76700990286554,30.426074275176404",83886247.0,L,12.0,31.0,10502.0,2031.0
53,"700 Orange Ave,  Baldwin, FL, 32234-1000",Match,Non_Exact,"700 ORANGE AVE, BALDWIN, FL, 32234","-81.98037299368173,30.308224431078884",83884764.0,L,12.0,31.0,17300.0,4002.0
54,"6736 Beach Blvd,  Jacksonville, FL, 32216-2881",Match,Non_Exact,"6736 BEACH BLVD, JACKSONVILLE, FL, 32216","-81.59079036744754,30.28996566568827",83968026.0,R,12.0,31.0,15924.0,1005.0
55,"6534 Ish Brant Rd,  Jacksonville, FL, 32210-7051",Match,Non_Exact,"6534 ISH BRANT RD, JACKSONVILLE, FL, 32210","-81.7508234762928,30.25910696392208",83967269.0,L,12.0,31.0,12900.0,2006.0
56,"6343 Knights Ln N,  Jacksonville, FL, 32216-5699",Match,Non_Exact,"6343 KNIGHTS LN N, JACKSONVILLE, FL, 32216","-81.59823559267727,30.27357518712256",83968036.0,L,12.0,31.0,16001.0,2007.0
57,"6305 Old Kings Rd,  Jacksonville, FL, 32254-1198",Match,Non_Exact,"6305 OLD KINGS RD, JACKSONVILLE, FL, 32254","-81.74750016178484,30.372650748483295",83971340.0,R,12.0,31.0,10601.0,2041.0
58,"6084 Morse Ave,  Jacksonville, FL, 32244-3730",Match,Non_Exact,"6084 MORSE AVE, JACKSONVILLE, FL, 32244","-81.73921383381713,30.226184971270413",83989388.0,L,12.0,31.0,13525.0,1011.0
59,"5805 Saint Augustine Rd,  Jacksonville, FL, 32207-8088",Match,Non_Exact,"5805 ST AUGUSTINE RD, JACKSONVILLE, FL, 32207","-81.629665735819,30.263680666590233",652503298.0,L,12.0,31.0,16300.0,2022.0
160,"1440 North Mcduff Ave,  Jacksonville, FL, 32254",Match,Exact,"1440 N MCDUFF AVE, JACKSONVILLE, FL, 32254","-81.70563873790724,30.342571469031896",83893542.0,L,12.0,31.0,2701.0,1026.0
161,"1440 Mcduff Ave N,  Jacksonville, FL, 32254-2035",Match,Non_Exact,"1440 N MCDUFF AVE, JACKSONVILLE, FL, 32254","-81.70563873790724,30.342571469031896",83893542.0,L,12.0,31.0,2701.0,1026.0
162,"12800 Beach Blvd,  Jacksonville, FL, 32224",Match,Non_Exact,"12800 BEACH BLVD, JACKSONVILLE, FL, 32246","-81.48861147474827,30.287268799258698",83922182.0,R,12.0,31.0,14419.0,3004.0
163,"12755 Flagler Center Blvd,  Jacksonville, FL, 32258-2610",Match,Non_Exact,"12755 FLAGLER CENTER BLVD, JACKSONVILLE, FL, 32258","-81.51755017862638,30.13822633257996",83962256.0,L,12.0,31.0,14423.0,1060.0
164,"10911 Old St Augustine Rd,  Jacksonville, FL, 32257-1155",Match,Non_Exact,"10911 OLD SAINT AUGUSTINE RD, JACKSONVILLE, FL, 32257","-81.60468678664779,30.176873999045654",83950585.0,L,12.0,31.0,16729.0,1000.0
165,"10850 Old St Augustine Road,  Jacksonville, FL, 32257",Match,Exact,"10850 OLD SAINT AUGUSTINE RD, JACKSONVILLE, FL, 32257","-81.6054313395407,30.178308644514743",83957335.0,R,12.0,31.0,16727.0,2001.0
166,"9570 Regency Square Blvd,  Jacksonville, FL, 32225",Match,Exact,"9570 REGENCY SQUARE BLVD, JACKSONVILLE, FL, 32225","-81.5479559858266,30.326200826323088",83969769.0,R,12.0,31.0,14604.0,1026.0
167,"7450 Beach Blvd,  Jacksonville, FL, 32216-3002",Match,Non_Exact,"7450 BEACH BLVD, JACKSONVILLE, FL, 32216","-81.5810320423717,30.288753926147024",83968050.0,R,12.0,31.0,15924.0,1002.0
168,"6079 Bagley Rd,  Jacksonville, FL, 32209",Match,Exact,"6079 BAGLEY RD, JACKSONVILLE, FL, 32209","-81.71993424685672,30.374208150015647",83888156.0,R,12.0,31.0,11400.0,2009.0
169,"5900 Fort Caroline Road,  Jacksonville, FL, 32277",Match,Exact,"5900 FORT CAROLINE RD, JACKSONVILLE, FL, 32277","-81.60144317556166,30.365202931189003",83902175.0,R,12.0,31.0,14800.0,3000.0
60,"5701 Silver Plz,  Jacksonville, FL, 32208-5299",Match,Non_Exact,"5701 SILVER PLZ, JACKSONVILLE, FL, 32208","-81.65581202279549,30.375153169585985",83897775.0,R,12.0,31.0,102.0,2018.0
61,"5540 Ramona Blvd,  Jacksonville, FL, 32205-4752",Match,Non_Exact,"5540 RAMONA BLVD, JACKSONVILLE, FL, 32205","-81.74234590783408,30.314052156190826",83953156.0,L,12.0,31.0,12100.0,1123.0
62,"5429 110th St,  Jacksonville, FL, 32244-2199",Match,Non_Exact,"5429 110TH ST, JACKSONVILLE, FL, 32244","-81.7232231414041,30.24111286504416",641018155.0,L,12.0,31.0,13402.0,1006.0
63,"5300 Park St,  Jacksonville, FL, 32205-7298",Match,Non_Exact,"5300 PARK ST, JACKSONVILLE, FL, 32205","-81.73640257957663,30.291884955850605",83911014.0,L,12.0,31.0,12201.0,2007.0
64,"5050 Greenland Rd,  Jacksonville, FL, 32258-1522",Match,Non_Exact,"5050 GREENLAND RD, JACKSONVILLE, FL, 32258","-81.57420038631165,30.161377877712482",641031988.0,L,12.0,31.0,16809.0,2003.0
65,"4763 Sutton Park Ct,  Jacksonville, FL, 32224-5289",Match,Non_Exact,"4763 SUTTON PARK CT, JACKSONVILLE, FL, 32224","-81.46223340104564,30.257557240191943",83961745.0,L,12.0,31.0,14422.0,2000.0
66,"4555 Craven Rd W,  Jacksonville, FL, 32257-5003",Match,Non_Exact,"4555 CRAVEN RD W, JACKSONVILLE, FL, 32257","-81.60881043686703,30.218696322733194",83919926.0,L,12.0,31.0,16724.0,1005.0
67,"450 Kernan Blvd N,  Jacksonville, FL, 32225-5300",Match,Non_Exact,"450 KERNAN BLVD N, JACKSONVILLE, FL, 32225","-81.48966155311183,30.33346857632631",83940462.0,R,12.0,31.0,14328.0,2000.0
68,"4359 Spring Park Rd,  Jacksonville, FL, 32207-6957",Match,Non_Exact,"4359 SPRING PARK RD, JACKSONVILLE, FL, 32207","-81.6166946642847,30.27821775194849",83916629.0,L,12.0,31.0,16102.0,2000.0
69,"4346 Roanoke Blvd,  Jacksonville, FL, 32208-1160",Match,Non_Exact,"4346 ROANOKE BLVD, JACKSONVILLE, FL, 32208","-81.71663662907486,30.410854614460163",83887771.0,L,12.0,31.0,10800.0,1006.0
170,"4072 Sunbeam Rd,  Jacksonville, FL, 32257",Match,Exact,"4072 SUNBEAM RD, JACKSONVILLE, FL, 32257","-81.61036366878682,30.205738249396916",83966298.0,R,12.0,31.0,16731.0,2002.0
171,"2100 Dunn Ave,  Jacksonville, FL, 32218",Match,Exact,"2100 DUNN AVE, JACKSONVILLE, FL, 32218","-81.67883303890312,30.43895294397521",83939370.0,L,12.0,31.0,10306.0,1001.0
172,"1429 Broward Rd,  Jacksonville, FL, 32218",Match,Exact,"1429 BROWARD RD, JACKSONVILLE, FL, 32218","-81.66382385649842,30.41559399069689",83890695.0,R,12.0,31.0,10402.0,2012.0
173,"13720 Mccormick Rd,  Jacksonville, FL, 32225",Match,Exact,"13720 MCCORMICK RD, JACKSONVILLE, FL, 32225","-81.48734864116159,30.3594225007036",629624071.0,R,12.0,31.0,14335.0,2006.0
174,"1176 Labelle St,  Jacksonville, FL, 32205-6487",Match,Non_Exact,"1176 LABELLE ST, JACKSONVILLE, FL, 32205","-81.73204787837363,30.305017087703504",83964288.0,R,12.0,31.0,12202.0,1016.0
175,"7510 Baymeadows Way,  Jacksonville, FL, 32256-6818",Match,Non_Exact,"7510 BAY MEADOWS CIR, JACKSONVILLE, FL, 32256","-81.56356688915366,30.23527038955143",83967064.0,R,12.0,31.0,15926.0,2006.0
176,"13520 Fscj Cecil Drive,  Jacksonville, FL, 32221",No_Match,,,,,,,,,
177,"1252 Fromage Way,  Jacksonville, FL, 32225",Match,Exact,"1252 FROMAGE WAY, JACKSONVILLE, FL, 32225","-81.53475823950339,30.341554596542778",83970420.0,L,12.0,31.0,14603.0,4002.0
178,"7000 103rd Street,  Jacksonville, FL, 32210",Match,Exact,"7000 103RD ST, JACKSONVILLE, FL, 32210","-81.76024354486213,30.248288966722725",83966862.0,L,12.0,31.0,13525.0,2009.0
179,"6974 Wilson Blvd,  Jacksonville, FL, 32210-3663",Match,Non_Exact,"6974 WILSON BLVD, JACKSONVILLE, FL, 32210","-81.75977419141327,30.26994484509612",83910487.0,L,12.0,31.0,12800.0,5000.0
70,"4300 Timuquana Rd,  Jacksonville, FL, 32210-8538",Match,Non_Exact,"4300 TIMUQUANA PL, JACKSONVILLE, FL, 32210","-81.68879059634196,30.247760753031628",83914618.0,R,12.0,31.0,13100.0,2003.0
71,"3929 Grant Rd,  Jacksonville, FL, 32207-6628",Match,Non_Exact,"3929 GRANT RD, JACKSONVILLE, FL, 32207","-81.63837970835738,30.28158928691505",83915602.0,L,12.0,31.0,16300.0,2000.0
72,"3900 Loretto Rd,  Jacksonville, FL, 32223-2098",Match,Non_Exact,"3900 LORETTO RD, JACKSONVILLE, FL, 32223","-81.60741309689752,30.159381570157336",83965649.0,R,12.0,31.0,16803.0,3007.0
73,"3800 Crown Point Rd,  Jacksonville, FL, 32257-6066",Match,Non_Exact,"3800 CROWN POINT RD, JACKSONVILLE, FL, 32257","-81.6159041857826,30.19452673263129",635334061.0,R,12.0,31.0,16726.0,2003.0
74,"3613 New Berlin Rd,  Jacksonville, FL, 32226-1837",Match,Non_Exact,"3613 NEW BERLIN RD, JACKSONVILLE, FL, 32226","-81.56484066611705,30.462972131858635",650588755.0,L,12.0,31.0,10106.0,3000.0
75,"3501 Winton Dr,  Jacksonville, FL, 32208-6301",Match,Non_Exact,"3501 WINTON DR, JACKSONVILLE, FL, 32208","-81.70504276328381,30.390769550402922",83891551.0,R,12.0,31.0,11300.0,2007.0
76,"3400 Hendricks Ave,  Jacksonville, FL, 32207-5384",Match,Non_Exact,"3400 HENDRICKS AVE, JACKSONVILLE, FL, 32207","-81.64882711157202,30.290485333601907",83967956.0,R,12.0,31.0,700.0,2011.0
77,"3385 Hartsfield Rd,  Jacksonville, FL, 32277-0917",Match,Non_Exact,"3385 HARTSFIELD RD, JACKSONVILLE, FL, 32277","-81.5607730421114,30.361231718385795",650606793.0,R,12.0,31.0,14902.0,4000.0
78,"328 Bowlan St N,  Jacksonville, FL, 32211-9605",Match,Non_Exact,"328 N BOWLAN ST, JACKSONVILLE, FL, 32211","-81.56973266669536,30.32147342888925",83939022.0,L,12.0,31.0,15502.0,2011.0
79,"315 10th St S,  Jacksonville Beach, FL, 32250-3334",Match,Non_Exact,"315 10TH ST S, JACKSONVILLE BEACH, FL, 32250","-81.39881884790532,30.283987619295033",83923627.0,L,12.0,31.0,14204.0,1015.0
180,"2100 Dunn Ave,  Jacksonville, FL, 32218",Match,Exact,"2100 DUNN AVE, JACKSONVILLE, FL, 32218","-81.67883303890312,30.43895294397521",83939370.0,L,12.0,31.0,10306.0,1001.0
181,"100 Scholars Way,  Jacksonville, FL, 32216",No_Match,,,,,,,,,
100,"11160 General Ave,  Jacksonville, FL, 32220-2118",Match,Non_Exact,"11160 GENERAL AVE, JACKSONVILLE, FL, 32220","-81.84803019231873,30.312498631512824",83968892.0,L,12.0,31.0,11901.0,4013.0
101,"1090 Dancy St,  Jacksonville, FL, 32205-5289",Match,Non_Exact,"1090 DANCY ST, JACKSONVILLE, FL, 32205","-81.7195503993496,30.3074234436786",83911193.0,R,12.0,31.0,2502.0,3020.0
102,"10600 Hornets Nest Rd,  Jacksonville, FL, 32257-1210",Match,Non_Exact,"10600 HORNETS NEST RD, JACKSONVILLE, FL, 32257","-81.5867120735216,30.18430590923424",83965977.0,R,12.0,31.0,16728.0,1000.0
103,"101 W 12th St,  Jacksonville, FL, 32206-3622",Match,Non_Exact,"101 W 12TH ST, JACKSONVILLE, FL, 32206","-81.65538059312695,30.350850138073213",83898781.0,R,12.0,31.0,1200.0,2001.0
104,"1000 Depaul Dr,  Jacksonville, FL, 32218-5411",Match,Non_Exact,"1000 DEPAUL DR, JACKSONVILLE, FL, 32218","-81.66300301378794,30.42397785501805",83891103.0,L,12.0,31.0,10402.0,2012.0
105,"8239 Merrill Rd,  Jacksonville, FL, 32277-2999",Match,Non_Exact,"8239 MERRILL RD, JACKSONVILLE, FL, 32277","-81.5598203789167,30.352393931232484",633636154.0,L,12.0,31.0,14902.0,4008.0
106,"2056 Lane Ave S,  Jacksonville, FL, 32210-2797",Match,Non_Exact,"2056 LANE AVE S, JACKSONVILLE, FL, 32210","-81.75528456671634,30.280298903860057",83910444.0,R,12.0,31.0,12602.0,1022.0
80,"2814 Dunn Ave,  Jacksonville, FL, 32218-4661",Match,Non_Exact,"2814 DUNN AVE, JACKSONVILLE, FL, 32218","-81.69318803312103,30.438708761068426",83972072.0,L,12.0,31.0,10306.0,1005.0
107,"9735 R G Skinner Pkwy,  Jacksonville, FL, 32256-3979",Match,Non_Exact,"9735 R G SKINNER PKWY, JACKSONVILLE, FL, 32256","-81.51225958654868,30.205446158536972",650064630.0,L,12.0,31.0,14424.0,3000.0
81,"2555 Gilmore St,  Jacksonville, FL, 32204-3413",Match,Non_Exact,"2555 GILMORE ST, JACKSONVILLE, FL, 32204","-81.69154862918515,30.31846274081937",83895021.0,R,12.0,31.0,17101.0,4005.0
108,"7450 Wilson Blvd,  Jacksonville, FL, 32210-3523",Match,Non_Exact,"7450 WILSON BLVD, JACKSONVILLE, FL, 32210","-81.77028359566293,30.269749229915362",83967216.0,L,12.0,31.0,12800.0,4002.0
82,"2446 University Blvd S,  Jacksonville, FL, 32216-2547",Match,Non_Exact,"2446 UNIVERSITY BLVD S, JACKSONVILLE, FL, 32216","-81.60134706475526,30.300765591118306",633636105.0,R,12.0,31.0,15702.0,3009.0
109,"7301 Parker School Rd,  Jacksonville, FL, 32211-5198",Match,Non_Exact,"7301 PARKER SCHOOL RD, JACKSONVILLE, FL, 32211","-81.57705193195864,30.342218358434934",83970372.0,L,12.0,31.0,15001.0,3007.0
83,"2281 Kernan Blvd S,  Jacksonville, FL, 32246-1186",Match,Non_Exact,"2281 KERNAN BLVD S, JACKSONVILLE, FL, 32246","-81.48890437009089,30.303031921961974",610493160.0,L,12.0,31.0,14339.0,1013.0
84,"2250 Spring Park Rd,  Jacksonville, FL, 32207-3638",Match,Non_Exact,"2250 SPRING PARK RD, JACKSONVILLE, FL, 32207","-81.63453098419632,30.302571555143174",83968486.0,R,12.0,31.0,600.0,4004.0
85,"2100 W 45th St,  Jacksonville, FL, 32209-3099",No_Match,,,,,,,,,
86,"2051 San Pablo Rd S,  Jacksonville, FL, 32224-1031",Match,Non_Exact,"2051 SAN PABLO RD, JACKSONVILLE, FL, 32224","-81.44809770009209,30.314641284623804",629624422.0,R,12.0,31.0,14341.0,1004.0
87,"1925 W 13th St,  Jacksonville, FL, 32209-4795",Match,Non_Exact,"1925 W 13TH ST, JACKSONVILLE, FL, 32209","-81.68970942062492,30.35135544978607",83893850.0,R,12.0,31.0,2801.0,1011.0
